ID,Mass,RT,2-cad4572b1-Sili-1,2-cad4572b1-Sili-2,2-cad4572b1-Sili-3,2-cad4572b1-Sili-4,2-cad4572b1-Sili-6,2-Col-Sili-1,2-Col-Sili-2,2-Col-Sili-3,2-Col-Sili-4,2-Col-Sili-5
3653,904.2961,6.95,17733.42822,21326.74012,22452.74088,19328.73218,22111.39291,6076.084191,6189.112894,5807.066845,7005.342783,5412.159888
3654,416.1675,4.53,44601.27773,48236.34966,48394.86241,45323.87382,43664.46775,1445.495642,1088.799087,1289.356435,1,1283.376124
3655,448.2222,9.9,497516.7719,778046.0952,467291.5191,482163.3264,314190.9911,5025.871684,5405.369287,30954.02741,6600.432536,13351.78114
3656,964.4426,11.07,31188.85071,14787.09629,14360.08606,26445.3712,16135.84216,3378.722506,4705.83392,8603.561848,3324.253867,6515.826095
3657,787.3983,12.49,25263.33203,18205.04352,32787.76177,24676.68188,23151.22821,7881.089013,16034.15661,23697.71028,8718.255761,21029.18936
3658,1016.5101,12.38,20145.84499,33385.91652,29150.66678,17066.54815,31719.85574,3301.631165,4585.438182,11134.64726,4058.262941,7623.526261
3659,872.4656,13.36,55537.97678,76100.73542,37797.14531,36789.47559,63142.52205,7132.656006,1,20632.70558,1,12306.88386
3660,756.4562,18.29,12883.7318,9105.998764,10355.22515,14479.54206,38569.38659,14298.55707,20054.31238,6632.355929,11973.50838,12744.72626
3661,844.436,12.64,22713.32536,33221.83314,16954.54105,14081.46953,17792.64322,7171.383758,1,20295.2152,6623.56096,1
3662,501.1478,4.68,13728.61226,15351.40856,14849.92413,13598.31423,17386.1065,1,1,1,1,1
3663,936.5062,13.26,23972.87727,19522.12738,15910.01727,23093.22579,15036.95495,7914.161592,7502.787422,15562.53753,8677.888437,15901.25266
3664,744.3329,8.19,24499.32621,31642.78368,25053.54165,30157.21773,33918.79777,1774.006628,2879.185873,10887.67764,2016.970107,6841.929644
3665,828.4632,15.93,5077.768677,6839.755416,9687.434968,8304.174995,7659.654425,16405.00414,18061.69206,18012.63573,16535.22647,19914.48811
3666,342.1527,2.46,11808.2045,9045.018701,8829.815415,9347.905206,10436.74808,7421.925055,6471.161265,7037.705133,6975.070869,6362.529914
3667,704.3895,10.92,23958.8797,22942.52101,25965.57513,22717.38673,25738.66387,4194.283642,4944.290584,6742.308651,5766.700649,8444.366535
3668,755.4084,14.55,18082.63594,21180.52028,17833.06476,28697.02287,10192.17431,26867.76468,35650.45682,29497.80129,29389.87954,30033.08304
3669,528.2929,11.69,1,1,1,1,1,1,1,1,1,1
3670,607.3922,19.01,4753.855371,5713.593574,5111.050289,6935.347796,6256.779259,14309.96918,14152.75367,12049.90997,13262.10425,10479.96539
3671,448.1412,10.04,11127.42578,10170.81445,9511.935547,10047.48242,12226.9541,11001.53809,9203.911133,10516.68555,9417.241211,11947.96973
3672,830.2107,3.62,58287.26615,67709.05471,61273.18016,68956.56547,65259.33584,11825.14548,12374.53282,11970.15995,16023.9379,15213.93095
3673,326.2092,8.8,11948.69236,24790.81813,16945.74678,18361.43744,12190.99329,1,1,1737.915013,1,1240.061389
3674,778.4858,13.85,23888.80362,13689.87771,23339.71713,41758.17251,18003.70946,87157.3927,199129.9856,185418.4284,147618.84,201583.0083
3675,218.1151,4.2,11480.83104,13562.62383,15375.75533,14344.30181,15182.75823,3604.651985,4879.614061,3481.77635,3408.478531,3786.62914
3676,850.5058,15.36,1,60829.04315,67120.407,1,60966.403,22689.91959,1,1,1,38100.01553
3677,275.0791,6.56,17202.40679,15590.14648,13997.99455,9010.705904,10136.2168,2828.750977,4313.264226,5676.702802,2711.449707,8010.819456
3678,1014.5757,12.07,23685.911,31980.69218,29063.20829,32181.42638,61810.69488,10866.06031,21302.70573,21859.59111,14427.11841,19820.81534
3679,370.088,3.91,13841.69334,11139.3287,6668.533332,13102.27431,7937.045244,2968.950987,2818.458923,1,16878.26176,5879.618634
3680,376.1372,3.75,12327.19583,15035.79781,17932.72325,11183.81327,10798.61904,4645.404792,4030.610015,4982.21631,5648.571256,4622.189081
3681,563.2945,5.88,10993.22757,12433.01279,11375.45771,11988.92036,9127.988139,19188.49468,18126.63017,15366.67775,20640.84116,16247.46747
3682,456.2356,7.33,42716.80611,46398.62721,46411.01569,42963.32131,48252.42971,12748.9996,13690.49975,12503.58336,10260.86909,10710.87969
3683,556.1811,1.73,14248.10828,15350.27083,15401.98442,11586.24842,17804.31938,2841.392403,2639.596436,2383.117639,2153.310434,2368.907771
3684,738.419,12.71,15877.10293,14322.00569,28516.06166,21010.55294,12389.57822,7781.397666,15039.08354,24435.59609,14151.63739,26650.80139
3685,694.1137,3.47,9122.731468,10951.05164,9768.594505,11363.46737,11381.34274,10616.01552,12396.19479,12021.61845,10268.72084,11554.27654
3686,976.213,6.4,1,1,1,1,1710.381141,54631.96572,50432.22656,31283.09766,49079.96094,40012.56154
3687,301.056,0.99,11817.96353,17440.11999,10708.89073,10861.56329,10782.1593,5343.013184,6665.139561,5763.327148,5713.680664,4844.387695
3688,854.4652,5.26,14392.94336,12139.80664,11000.97754,12299.81055,12934.69531,23700.94124,23356.77539,24002.25195,24880.70703,24822.72461
3689,281.1262,2.88,1,1,1,1,1,10919.53223,9357.602539,11583.47168,9111.154814,11763.42424
3690,374.1859,9.22,9838.525396,9581.010834,13164.75627,17390.11559,10216.52871,1,1,1,1,1
3691,794.4572,9.52,28210.57543,25353.3919,16633.73641,25250.51947,15104.36338,1251.3156,2530.111147,2770.528953,1964.18798,3572.447645
3692,892.4799,15.01,9563.767274,9244.224313,13336.73073,1,10193.10634,24179.0016,36110.73611,19786.69576,26350.89693,23818.53908
3693,740.426,13.76,25698.61202,19110.56026,18094.8169,26221.57116,17054.41092,1,8418.501996,1,1,1
3694,642.1249,3.5,4381.793753,5690.182787,5013.194763,8021.476981,5572.600924,6531.995749,6381.987215,6568.057672,6438.820577,4865.156137
3695,424.1681,3.7,17648.76319,19297.45244,19257.20329,19907.41673,23243.59877,10410.6628,10348.49209,7470.763887,7844.043856,12665.23727
3696,154.003,10.49,5245.117891,18626.40411,6245.318938,7494.350482,5108.721701,1,1,1146.015085,1,1
3697,112.0889,13.92,1,1,1,1,1,1,1,1,1,1
3698,454.0784,4.81,15294.56661,20111.10077,16698.08868,16595.06412,15608.77558,4173.873055,3804.770888,3373.60376,3835.219219,3648.335099
3699,372.0688,5.02,24520.94307,24370.4164,23296.98546,22455.51112,23926.18556,10921.74149,13099.28961,10515.81259,11672.10515,13524.84648
3700,1035.2841,3.39,101551.3175,122421.8361,89679.98951,131031.7516,91901.02728,1404.372925,2472.88583,1997.240094,2139.233796,3688.058815
3701,566.199,4.77,5688.858027,4121.769929,4469.408872,3707.407886,7878.976867,18159.84794,23136.2585,19989.47046,19246.57223,25415.90109
3702,842.4652,12.51,17588.22423,10568.58459,17100.26422,12238.78988,14448.98463,20822.82564,58620.18385,34220.13463,42669.67011,44201.42318
3703,180.1149,6.94,148271.2871,155471.2333,170037.092,150861.0852,167340.7513,136201.1463,138207.5639,127820.9169,144372.2496,146425.5625
3704,566.1629,5.79,13386.32496,17586.707,17700.01302,14101.14136,21532.73329,8230.20389,7805.398507,7620.102031,8301.94934,7953.3714
3705,796.439,5.26,20716.94668,16217.73678,18379.4992,16456.89099,22925.46094,15860.94093,18021.32031,20050.25977,16539.17773,16018.89746
3706,478.2672,12.98,12081.20778,13114.44493,6984.259164,5233.790349,30476.54848,7564.008452,20169.61653,19591.38583,20053.93766,21048.40501
3707,138.0315,5.22,7804.330597,7481.065483,7696.114092,11386.17949,12277.037,1,1,1878.726292,1657.184691,1
3708,679.2455,16.43,128456.0691,147975.3944,115589.0368,115945.4941,84589.01874,1614.832977,3532.860352,9932.912298,2725.684121,5901.340022
3709,342.0946,4.82,27156.8812,30527.45099,36782.91164,24617.85323,33376.36882,2028.171843,2196.443174,1410.878482,1762.736027,1370.813334
3710,168.0186,13.05,6795.88791,4427.29851,6658.730378,5622.647652,5391.796315,2216.674072,1,1577.061984,1774.425254,1472.408822
3711,384.1418,6.31,15974.61547,18195.84595,21686.75553,17266.7012,21419.88426,10950.55238,9638.170571,9583.912178,10052.23605,10717.93312
3712,866.4623,11.26,28927.83367,29454.74217,18839.22734,18742.18279,15818.91042,7872.374952,19599.77342,15959.82521,14879.57216,12369.98991
3713,878.4626,13.92,17871.54322,26712.42695,17780.79854,15100.56957,20600.79828,4390.878135,31215.93091,31797.70823,19157.13338,17781.54062
3714,394.1835,2.5,14259.22104,12514.29743,15063.41106,16762.99503,16646.04645,2497.022705,1421.838719,2272.458389,2288.867796,2325.078632
3715,424.1576,1.42,12928.98458,12607.05909,10300.12114,9309.943483,11095.15593,1,1,1,1,1
3716,314.9122,2.54,10608.93262,10656.23828,11709.48242,8970.402344,14314.77148,19961.07813,21837.76367,22585.50195,21638.77148,22046.83594
3717,814.462,14.77,14629.94926,13839.45833,1,1,12783.10415,21630.51402,35963.61973,1,38075.93262,23061.1897
3718,591.2882,10.38,19587.43926,19438.87715,12424.81775,15255.39238,13592.23709,1,1671.271014,5687.454892,3541.458052,4185.702605
3719,433.2309,3.55,19265.38451,24766.15609,20331.23764,24837.38723,20983.90657,6040.725512,1,1,1,1
3720,828.4423,13.2,26556.98832,18973.80248,20139.12324,25505.55366,31123.5733,12608.70963,18303.42361,19194.19518,12774.41313,18299.53558
3721,416.2044,7.29,17197.16438,17067.03625,19768.03221,21566.00599,17182.22383,5369.403137,6087.794424,5059.467434,4905.68,4777.045991
3722,516.2199,5.25,35531.8994,32770.45286,38728.57049,32188.86195,34375.21179,10554.92989,11323.78739,10148.20998,11439.86657,12311.08846
3723,435.8788,0.78,9446.925781,8928.589844,20953.29492,13124.12109,23794.35547,6711.184082,4727.286133,9985.905273,6664.791016,6693.888184
3724,774.4562,13.91,71817.1402,70594.24885,59967.54154,48511.47038,63084.03121,52020.29157,84696.75847,65511.83857,46487.1732,46334.72628
3725,718.2102,4.69,10929.35164,15801.1872,14184.73009,17224.18792,23800.3855,1,1,1,1,2306.171631
3726,574.2984,10.18,44629.44667,59188.10641,51380.48512,51264.12444,50686.42564,2396.611015,3809.5258,15615.8792,3834.460953,10983.74201
3727,524.1734,1.84,12705.27961,9888.38816,13643.76903,13328.3232,12299.35954,1,1,1,1,1
3728,628.1679,7.06,15343.27706,18551.32422,15844.38132,20360.3881,16206.59634,14729.84052,13533.31127,13267.08144,16786.89101,14162.35177
3729,474.1728,4.81,29390.63658,26797.00027,23916.90893,34034.91013,21635.30872,1,1926.427238,1986.394016,1414.910449,1840.306164
3730,998.58,15.77,11781.35456,14171.00863,21907.68514,28297.27619,16691.63731,48408.34464,115637.3145,76067.02531,99347.46191,84840.01358
3731,852.4417,13.97,60369.17976,45317.76215,37522.27295,44068.31122,55374.67872,1,94239.62049,61370.35323,1,28536.03157
3732,480.2564,4.95,30086.28355,33520.5554,29333.69428,30401.94944,24669.23153,2718.362748,2416.026763,3007.59931,2376.331642,2284.172937
3733,708.4074,12.31,72337.42846,56938.11266,10393.67383,94192.61812,73231.58418,8029.437335,29596.65526,2690.965281,18040.4345,42612.72363
3734,771.011,4.85,12010.30319,11342.59918,10756.16584,11847.79328,14250.66785,21782.73325,25092.91837,20918.08269,22200.33761,22482.80453
3735,768.3773,9.45,28364.37229,21813.27826,28635.04383,28212.55998,18174.57502,2614.189109,5339.274532,14016.32039,4450.799242,8632.057191
3736,769.3878,12.53,17215.22109,20231.52167,12440.75902,26691.39323,35508.09728,6666.467746,12301.99014,12471.2877,7115.415958,21251.15326
3737,556.5214,13.13,2219.533203,2312.641165,2182.810943,2363.636475,14121.16016,2227.641113,1797.312988,2370.205322,2325.360107,2456.185547
3738,284.1162,4.3,1,1,1,1,1,1,1,1,1,1
3739,504.21,2.8,50875.23726,65308.93517,48704.14203,77191.90275,51701.8986,3599.226238,4792.602669,3888.147287,3904.908337,4709.584822
3740,117.0577,4.77,7628.600586,8023.402436,7640.114655,7085.424316,5629.437625,3960.064453,8306.402344,8686.450195,5173.501953,9552.458026
3741,538.2367,8.94,28264.88995,35816.06644,34760.66699,36265.1123,30393.78131,1654.290795,2525.787089,10995.68091,2427.408488,6439.976435
3742,1044.583,17.27,12526.74161,13706.64236,17105.45813,15624.43532,23111.06497,10150.32867,20092.47896,16525.71077,16489.63225,17145.56367
3743,771.1492,4.01,21485.34895,25803.17563,22838.10249,11833.22534,14717.72689,4265.041596,5212.004223,9524.883592,6399.493793,5466.482307
3744,690.4005,9.41,10557.94135,13265.89253,16266.74149,16616.81638,14887.15451,1,1548.161851,4598.184276,1126.113028,2897.179701
3745,181.0045,4.48,1,1,1,1,1,1,1,1,1,1
3746,615.0349,5.14,1,1,1,1,2639.681393,15841.44258,20764.7211,19761.0332,16060.11621,14565.88625
3747,488.1677,5.8,3656.338808,3320.90993,5355.952387,3268.870773,3316.574709,10168.12031,12461.58011,10248.77015,12666.78103,12575.99595
3748,404.2325,11.29,11238.75009,15340.95303,15845.87327,13150.813,9454.766445,1,1,1890.343225,1,1
3749,760.3796,11.36,23175.41555,13622.9572,27001.68635,25074.21815,19790.92413,9387.360841,14987.40622,15994.94498,13226.62557,10942.84976
3750,422.2861,15.27,55645.02883,55646.19141,1,56187.90668,55534.98828,3083.576416,2072.597412,2358.25293,2525.149902,4844.927734
3751,537.1193,1.63,27765.31969,28649.06966,21090.4016,26964.55772,31176.41827,11864.99044,10732.55008,10257.68437,12927.05989,11204.7437
3752,520.2801,11.54,20978.13113,22514.81531,21447.27105,10487.18458,9666.931667,5573.082228,4146.295744,4668.540869,5785.295321,4146.322217
3753,1079.2374,5.05,19488.02893,39009.94162,22756.29329,21855.48974,18779.10172,1728.393066,2221.447121,1823.378287,1,1
3754,300.1936,11.68,1748.701416,1568.703369,1203.887939,1,1,1,1,1143.452637,1,1
3755,846.2052,3.37,50534.67932,51609.01219,51469.34738,48565.74773,48123.06819,13011.56539,13939.43883,15350.12341,13609.19897,17023.61014
3756,354.1886,4.17,18819.43567,7470.652311,18655.45703,17211.9375,14453.81194,9966.003794,10528.19498,11642.00488,9887.833119,11913.93568
3757,434.2146,4.45,51828.43058,44827.59212,51212.8376,44166.15135,54122.42189,30188.66716,27472.79642,33972.81014,28888.1422,35495.72684
3758,518.2723,7.56,23867.39827,24814.01814,22198.43302,24858.5088,18296.77877,2053.545576,2754.285979,6781.388052,3215.560468,3860.234885
3759,814.4458,15.08,28031.46351,19515.64862,26998.45602,23115.96662,47638.90925,20972.99189,33100.84776,53361.65725,73753.85436,59466.66542
3760,885.1483,2.7,1,1,1,2088.77474,1,14891.18974,15629.1394,15117.66141,16630.42334,15892.52836
3761,762.3782,12.45,42975.65348,27690.11423,26474.9311,18375.12295,20963.98644,8672.603752,23061.30789,29749.09578,11654.2412,21035.70091
3762,308.1983,11.86,10960.3843,14914.64972,10575.57565,11186.16077,9059.387825,3725.333577,3887.909977,1974.509521,3637.275727,1427.068934
3763,390.1525,2.29,9721.201712,13450.80139,12710.15,11429.64305,12102.08463,1,1,1,1,1
3764,436.14,4.83,17301.20065,17987.08798,14845.99815,17094.23288,13716.83816,3864.400727,3489.729021,5637.126087,5421.568844,5084.824368
3765,916.429,6.36,176269.6608,158122.519,160268.6318,192068.7399,170537.3957,15616.86914,17280.78906,15716.98926,14556.13477,13392.6123
3766,308.9286,4.27,8351.439453,8861.745117,11943.26465,10947.3457,3485.539551,3823.870117,8397.586914,24121.08008,8491.862305,21299.39844
3767,203.0793,0.99,15836.36663,20198.81658,17684.92356,17032.84539,18551.51412,1,1,1,1,1
3768,848.468,11.1,45102.9964,44183.02977,39631.05271,42661.19642,38163.71922,7036.339725,20071.78814,16693.37132,13498.79972,15904.91575
3769,592.2551,9.77,16528.19618,24566.46173,23225.87545,16847.37511,17180.17879,1020.176025,1330.283203,4312.220255,1,2182.055655
3770,604.1914,4.26,19426.21673,21252.78878,16337.89202,17472.53326,18826.61873,10201.4571,10492.24404,9289.305246,9557.771323,10680.48624
3771,596.2954,12.6,19542.88761,15881.90643,17241.18601,12216.61534,11040.25664,8929.085826,11681.29668,13020.86296,10109.21043,12353.97213
3772,362.2066,12.16,51145.43886,43678.81816,56064.24838,45533.02951,50159.65949,34368.77553,35567.25208,35969.83991,38138.97067,38432.77494
3773,740.2151,4.02,2072074.845,2090051.908,2066879.466,2050715.558,2173585.04,9270.324183,11458.61739,8287.604353,9221.563387,8659.391123
3774,448.2666,7.32,11135.22659,14037.83533,19976.223,10854.51992,9067.772657,1,1,3711.146061,1299.45564,1351.914673
3775,796.4233,11.68,14034.19017,50056.68683,20336.39123,35199.07911,67426.56917,3152.446215,4823.405905,10118.53681,4633.623561,10013.8975
3776,594.2705,9.38,16821.3819,24435.99928,21883.29392,23030.89987,13421.18519,1,1021.172272,3439.601847,1502.175659,1907.630371
3777,366.1525,3.61,13144.30059,12804.6794,12544.86242,9399.472945,13499.01447,14251.28099,12288.95224,14546.65292,14479.92239,13637.73449
3778,646.1724,2.14,16617.85535,1,16817.96931,15995.94434,1,1,1,1,1,1
3779,210.0527,4.42,3930.595831,4152.791171,3568.245256,3967.512467,4311.873488,9169.80859,8388.468905,8503.760288,10138.04208,8061.285512
3780,420.1989,5.6,80291.31451,79372.28166,87083.74065,87217.07835,84914.10794,4288.859227,3825.210277,2610.188077,4112.407599,4405.423509
3781,364.2014,7.93,11047.385,16042.85539,11992.91591,13432.49905,9177.636121,2096.422363,2530.415039,2657.869141,2228.364502,1995.482422
3782,886.5403,5.25,19973.26206,18885.41406,20603.8169,30125.29911,17596.88281,18703.05411,14750.79717,16503.74928,15337.96991,15213.27849
3783,824.4534,12.73,94090.17421,122525.8324,43744.36226,28241.54755,45437.6565,12928.91134,99797.3265,32391.45078,22139.56821,35753.57012
3784,728.1785,4.35,7494.492967,8756.10257,11175.07487,10245.41982,12187.53991,18360.06533,19637.26421,13510.78768,16790.93307,18525.79008
3785,282.131,2.98,14834.05008,12538.3597,9756.097389,14175.2815,12984.79833,8332.47168,9728.987143,11599.89683,10116.98568,10116.49264
3786,432.1612,4.71,8038.647427,6544.843664,10304.88282,6197.317394,1,1,1,1,1,1
3787,594.1583,4.32,1662520.79,1596416.382,1606089.685,1631268.202,1733340.829,16278.05484,14040.73345,14618.53889,1843512.611,14972.88799
3788,884.5477,15.25,15331.4795,5305.3864,11174.46052,14852.82601,18280.82407,5942.703088,29384.24574,16896.89828,21087.23721,13797.01199
3789,388.2458,9.82,12048.39262,13312.92951,10071.59269,6634.976806,9381.979826,1,1,1715.507813,1,1
3790,822.3998,12.3,22231.91858,8726.462439,25281.73392,35084.54285,19408.16193,4235.9236,12068.9648,16043.51606,8385.846506,12466.5725
3791,461.0987,2.73,11508.86148,13910.74152,11457.18427,12062.0815,12031.83634,1966.452623,2315.151895,2225.158803,1423.133261,1572.920949
3792,294.2192,12.19,432977.7505,548206.3374,470980.5969,429515.9108,369007.1223,3788.445213,22422.0405,93315.07751,1816.346997,46622.01687
3793,974.5574,18.02,11385.20043,10071.00693,11936.37634,11598.5323,12498.2162,17051.14817,17457.40092,16818.29555,17127.135,22526.3931
3794,402.1866,8.24,10266.13681,8371.141357,8912.012648,9517.913864,9738.320281,9159.985112,10156.56055,10233.86672,10112.76584,10547.36247
3795,330.0949,1.44,21963.25746,23250.41922,26566.12405,25250.69785,25486.7624,10130.13672,8510.520327,9125.72818,9245.7127,9290.048742
3796,856.4805,12.25,29066.7845,1,1,24066.16667,30396.55863,10034.59393,17926.34212,1,20388.79327,13937.63721
3797,710.3353,8.05,21197.73978,22385.11125,17354.70851,23312.45333,18612.16982,6164.729545,2532.955447,5748.448178,5104.595357,3788.113947
3798,610.9384,5.37,8130.219753,8951.945313,6033.103157,7341.898253,9471.719427,12330.39921,12348.46725,12513.36884,13367.72558,11252.40477
3799,129.0427,1.26,17811.80694,16070.26162,12477.25773,25777.5796,18024.90138,9081.345442,9207.034568,9593.033995,8747.204607,8900.066062
3800,430.9384,2.25,1,1,1,1,1,11889.16895,12682.80078,10737.25033,13422.11816,11428.54395
3801,808.4569,11.6,18409.35324,31233.58392,22090.09545,14599.22139,28141.19378,1,1,10150.37531,1,1
3802,220.0018,0.87,9282.916016,9128.858398,9159.891602,10974.4502,11047.00391,7338.052246,6433.866699,8613.53418,8366.081055,6789.015137
3803,960.494,12.32,27885.7639,32259.13402,18592.81636,13189.16653,22353.6093,6222.279462,16303.625,21474.4207,12281.37894,14980.18886
3804,829.624,5.53,12036.80957,9681.449219,8817.132813,10716.41602,11708.39746,14263.83203,14426.37109,14411.22363,14497.28303,13375.0918
3805,408.0839,4.69,1,1652.272977,1,1,1,2761.773511,2302.889123,2739.219642,1,2310.945921
3806,544.3388,14.11,10501.5459,11204.53711,14248.47666,34277.71288,22624.84961,2712.486087,2945.19873,16220.51172,3124.026855,9200.605469
3807,569.2826,3.69,3406.885871,3987.615934,6778.222232,3453.834055,8892.291852,38789.51679,39672.09346,37388.24063,41903.34172,41218.19969
3808,854.5377,12.78,51832.44833,53213.74441,61817.30619,87681.72478,104315.0041,10350.94995,15808.92908,18463.74155,16228.20022,20246.29839
3809,696.2373,3.33,15056.44475,10965.2584,16717.03814,14612.64724,13339.55028,2224.734399,3535.302228,2148.896485,2415.955849,1
3810,1030.5695,12.47,20855.68527,20429.19587,18571.36558,13592.38501,17126.2164,3086.044556,1,8405.209701,5027.102679,8660.583929
3811,420.191,13.49,11917.66463,6735.262012,7494.906755,6067.289219,18306.93038,15268.16412,8966.205026,9004.090952,13386.09165,11883.44448
3812,129.0428,0.89,7540.998042,9823.560831,7824.035522,8515.616236,8150.734518,8625.520717,8187.164088,8043.348382,8310.969976,7531.697907
3813,876.4702,18.06,15468.74113,15291.29659,12902.22082,14470.04199,13497.04413,15016.59652,16063.07775,15064.4158,15361.42726,14091.12368
3814,994.2639,5.12,8181.913853,2703.389764,9370.275095,8623.183724,4854.863771,23620.39072,24749.89538,20889.23823,22529.52671,19889.80339
3815,335.1001,4.09,9889.333984,8916.597656,9154.767578,10379.93652,8869.666992,1449.679443,2013.60376,1272.766235,1525.793457,1396.886168
3816,546.0277,3.04,11546.61426,14575.62891,14283.38184,9001.232422,15980.85742,32665.56278,31390.14712,25558.28871,37287.86215,25008.55345
3817,864.4625,10.7,11163.72749,16293.68618,14392.79355,11935.88584,10424.16803,5535.986415,4616.582747,1,1,7619.298035
3818,630.2151,3.69,16315.27952,17402.77768,15637.51966,17686.83225,19489.73047,1,1,1,1,1
3819,164.12,15.32,6508.69043,7681.75,8509.449219,8479.195313,7434.42041,10138.89551,11006.79395,9149.96582,7134.657227,7574.880371
3820,521.2107,6.35,30062.50395,30306.62853,29234.84486,28606.76108,25421.17518,7680.791396,8418.50761,6089.090358,7611.349043,7172.194395
3821,482.0661,3.74,15650.93054,17573.75525,15681.37449,18677.58008,19092.61515,7765.338983,7897.425644,11775.78234,12409.46524,10187.52275
3822,788.1787,5.31,59177.75974,63142.80457,82221.95139,59550.1108,63888.20475,9495.008079,8942.012687,8647.662092,9031.803729,9234.956911
3823,780.3413,8.53,22353.27454,20246.43872,20871.84771,22866.39969,20064.56341,1303.623957,1682.099083,4847.414378,1777.338441,4009.628115
3824,344.2564,9.9,27211.10286,42081.78575,43063.21424,45517.33807,39656.72604,6125.544434,9113.233307,12297.86648,6027.744375,8379.242703
3825,610.1272,3.43,15526.34111,15176.07175,15871.37536,13780.85599,17589.32675,18549.65901,17549.34697,17525.72946,18050.36403,21630.62047
3826,744.4642,16.8,22057.53791,16518.61674,19421.14137,43628.32353,32061.96101,4842.872558,10447.07918,14772.62707,8886.22918,9266.85981
3827,855.4664,13.36,27791.53631,48792.5019,46485.49139,23234.7001,44427.57447,9881.136797,17228.23006,14040.62832,13438.4373,17044.86296
3828,840.4846,14.92,31564.81042,41304.64731,33589.36112,40682.4842,55848.49672,23858.44333,31273.3049,24607.60939,76753.0857,55619.46751
3829,528.2926,13.28,8292.340056,10730.90166,9469.975043,5299.341803,7280.684359,2744.454297,7970.541671,7576.923168,5510.724336,5155.045531
3830,474.2096,7.27,15322.33948,19810.42266,15307.42632,13720.97064,16174.16568,1,1019.29501,4003.996056,1,1831.404836
3831,492.2484,13.08,31655.31077,28210.63773,34889.3143,26034.92842,24334.25677,7810.659327,5615.791504,8462.52832,7764.993164,6036.061063
3832,870.5327,11.99,24099.93102,22636.41331,33405.82922,37950.59649,56824.25774,8035.535404,13576.99001,12350.75317,9193.564123,8093.733308
3833,544.1788,6.11,26476.01918,32414.52574,25161.70135,22059.30353,26050.14726,10739.07754,10973.16578,8992.499299,9116.092864,12513.67259
3834,610.1135,4.8,1,2072.519726,3011.778651,1755.344643,1,14302.96311,18742.51319,44176.19359,16518.15168,32172.03978
3835,133.9307,16.4,20516.5661,21696.42494,24166.83389,18711.1238,18365.69345,9479.280273,8876.830602,6362.398475,5394.645978,5050.03109
3836,527.0902,4.79,1,1,1,1,1233.46582,12824.19471,11366.92878,8102.296643,12200.83687,8836.747657
3837,242.0193,0.99,7299.076699,9085.613918,7881.379775,6387.466249,5743.545395,4829.544132,5923.853593,7098.725561,5812.927712,6538.491853
3838,518.2254,10.49,11728.64358,14276.57277,14669.26008,18630.24684,11697.97857,1,1,3993.563496,1,1781.239136
3839,828.4852,7.91,33750.87891,42036.21558,29572.66406,45753.0625,23335.55273,1,1,1428.579956,1,1
3840,981.1226,4.49,1,1718.950317,6247.126953,1,9523.586914,22180.7985,20305.99581,18594.60195,21170.32968,17172.63586
3841,335.0638,3.27,9562.210733,9253.018555,10575.22559,9253.825429,7822.189659,7709.404297,12965.35352,15588.33398,9494.433594,20099.28125
3842,774.4155,13.13,32996.70431,25945.86501,33791.67796,37255.39098,11048.66854,5868.349363,11457.61978,15981.93976,12447.6609,15600.10281
3843,414.2615,12.22,11944.6896,20667.2766,22319.87019,26606.45487,13334.04661,1,1,3129.946679,1305.553711,1568.489652
3844,683.3545,4.88,22011.0502,14177.09584,15092.04569,18145.1366,16268.26844,13242.86295,16256.74962,17613.88086,12238.41406,11732.3225
3845,944.4592,7.34,22250.2801,19875.43513,23049.74614,26648.3787,11676.498,1,1,1,1,1
3846,350.0767,2.4,30241.39796,29549.02987,27633.13731,29094.85522,30078.58657,6698.132561,6111.830265,7331.680338,6704.310147,7576.265648
3847,606.2468,14.57,16314.8314,13939.94641,18253.67145,14054.16602,11337.4876,14105.9834,12057.82881,9381.345386,12286.00509,16023.46094
3848,496.2431,10.01,78008.97535,94337.19167,52736.52502,22001.7391,33537.12335,3486.369955,4547.225326,10492.9105,4753.774306,8487.471648
3849,1018.5246,12.96,16861.16964,19724.50266,24106.84862,23138.88316,42656.32854,7387.342983,19884.49768,23092.0702,12215.99282,21717.12617
3850,653.3976,19.01,6048.482115,9814.74814,7860.95093,8976.444068,8395.595051,17680.08046,20853.03096,15218.25591,18269.07544,19327.24002
3851,1010.324,5.3,15659.12889,19669.81587,23369.00868,14406.07527,20746.10857,8028.619321,7762.920385,7001.453072,13012.41227,8223.917007
3852,756.2096,4.22,13482.91101,15212.44168,13446.48538,18517.87121,12968.57805,12720.65471,13251.59497,13300.41719,14258.32127,15824.68979
3853,420.1621,3.74,27764.27385,28182.25521,27785.95675,28132.15449,33805.1799,1464.064099,2349.761211,1835.435257,1477.777523,2096.687012
3854,896.489,15.96,10495.60376,15297.73656,17396.24208,17703.44725,23156.99212,6511.695097,6669.743752,11186.81603,6829.299807,10448.80641
3855,706.4566,18.29,139717.3504,122776.639,93002.29555,124703.3033,8000.351264,15976.25503,15915.93397,11319.75494,13849.24716,15372.37142
3856,420.1992,7.3,52266.65841,40455.65383,47695.93377,43794.63638,47033.46197,3665.873993,3809.81106,3559.467701,2570.870062,3559.501607
